date,city,temperature,humidity,wind_speed,pressure,condition
2023-01-04,Gondia,19.3,63.4,10.0,1007.1,Cloudy
2023-01-04,Hyderabad,20.1,63.6,18.8,1011.5,Sunny
2023-01-04,Jaipur,14.1,46.6,5.0,1005.9,Stormy
2023-01-04,Kolkata,20.2,67.8,13.5,1014.3,Stormy
2023-01-04,Lucknow,16.3,66.5,8.3,1000.7,Sunny
2023-01-04,Mumbai,24.2,80.1,14.4,1009.2,Stormy
2023-01-04,Nagpur,21.5,69.7,13.4,999.2,Stormy
2023-01-04,Pune,19.3,70.7,7.5,1024.6,Sunny
2023-01-04,Wardha,22.0,59.1,10.6,1002.9,Windy
2023-01-04,Washim,13.7,69.6,2.8,1003.3,Sunny
2023-01-04,Yavatmal,21.0,64.6,13.2,1012.3,Cloudy
2023-01-05,Ahmedabad,22.0,64.3,10.6,1007.9,Rainy
2023-01-05,Akola,17.4,45.3,11.1,1005.5,Cloudy
2023-01-05,Amravati,20.6,68.9,4.9,1002.4,Partly Cloudy
2023-01-05,Bengaluru,20.5,63.6,12.2,1018.0,Windy
2023-01-05,Bhandara,14.4,74.8,11.8,1005.7,Cloudy
2023-01-05,Chandrapur,19.6,64.9,6.9,1011.8,Cloudy
2023-01-05,Chennai,27.7,87.9,9.6,1004.2,Foggy
2023-01-05,Delhi,14.5,84.3,13.9,1012.2,Windy
2023-01-05,Gadchiroli,20.6,65.1,5.8,1010.2,Sunny
2023-01-05,Gondia,17.6,57.4,16.1,1015.8,Rainy
2023-01-05,Hyderabad,23.3,59.2,16.1,1007.0,Windy
2023-01-05,Jaipur,10.0,40.8,14.5,998.9,Cloudy
2023-01-05,Kolkata,19.7,75.4,17.3,1003.0,Stormy
2023-01-05,Lucknow,18.7,80.0,10.6,1005.4,Cloudy
2023-01-05,Mumbai,26.7,100.0,15.5,1010.3,Sunny
2023-01-05,Nagpur,24.5,55.9,11.2,1003.0,Sunny
2023-01-05,Pune,18.4,64.6,13.8,1014.2,Cloudy
2023-01-05,Wardha,19.9,49.8,12.2,1014.6,Cloudy
2023-01-05,Washim,21.8,62.2,7.7,1003.3,Rainy
2023-01-05,Yavatmal,21.2,58.2,11.8,1001.8,Foggy
2023-01-06,Ahmedabad,22.8,65.6,9.3,1016.5,Sunny
2023-01-06,Akola,10.6,49.5,5.3,1006.2,Sunny
2023-01-06,Amravati,19.9,55.7,12.6,1005.7,Cloudy
2023-01-06,Bengaluru,20.2,74.3,13.4,1023.7,Cloudy
2023-01-06,Bhandara,23.4,71.8,9.6,1011.4,Foggy
2023-01-06,Chandrapur,20.0,48.7,16.2,1015.1,Partly Cloudy
2023-01-06,Chennai,27.6,70.6,21.8,1009.3,Rainy
2023-01-06,Delhi,14.5,57.2,7.0,1014.1,Windy
2023-01-06,Gadchiroli,18.1,63.1,9.4,1007.4,Cloudy
2023-01-06,Gondia,19.1,56.8,10.4,1014.9,Windy
2023-01-06,Hyderabad,22.3,67.5,13.5,1007.5,Rainy
2023-01-06,Jaipur,17.0,46.4,14.2,1003.6,Foggy
2023-01-06,Kolkata,19.3,78.8,17.0,1006.9,Cloudy
2023-01-06,Lucknow,17.5,69.4,10.4,1005.3,Partly Cloudy
2023-01-06,Mumbai,27.3,67.4,12.0,1008.2,Sunny
2023-01-06,Nagpur,20.5,70.8,8.5,994.8,Sunny
2023-01-06,Pune,16.1,65.3,4.6,1020.0,Windy
2023-01-06,Wardha,18.2,44.0,15.0,1017.2,Stormy
2023-01-06,Washim,13.3,68.7,4.0,1004.6,Rainy
2023-01-06,Yavatmal,21.3,51.5,14.5,1010.2,Foggy
2023-01-07,Ahmedabad,22.3,42.7,15.4,1005.0,Cloudy
2023-01-07,Akola,26.4,44.8,17.3,1004.4,Windy
2023-01-07,Amravati,12.0,63.7,8.8,1006.4,Rainy
2023-01-07,Bengaluru,17.5,79.4,11.5,1015.8,Sunny
2023-01-07,Bhandara,18.0,80.6,6.1,1007.4,Sunny
2023-01-07,Chandrapur,24.3,69.2,9.3,1005.6,Rainy
2023-01-07,Chennai,28.6,73.4,16.7,1008.7,Cloudy
2023-01-07,Delhi,21.0,76.8,15.5,1013.3,Partly Cloudy
2023-01-07,Gadchiroli,20.3,76.1,6.3,1005.6,Cloudy
2023-01-07,Gondia,19.9,53.6,26.3,1005.9,Windy
2023-01-07,Hyderabad,21.1,62.1,10.1,1011.0,Sunny
2023-01-07,Jaipur,11.4,44.2,18.6,1008.7,Cloudy
2023-01-07,Kolkata,17.1,77.4,13.4,1006.4,Rainy
2023-01-07,Lucknow,13.9,70.8,9.7,1010.1,Cloudy
2023-01-07,Mumbai,26.4,85.6,8.9,1022.3,Sunny
2023-01-07,Nagpur,21.8,64.8,13.6,1003.8,Rainy
2023-01-07,Pune,13.9,69.4,16.6,1010.9,Sunny
2023-01-07,Wardha,14.3,56.0,10.2,1002.9,Foggy
2023-01-07,Washim,16.9,58.8,12.4,1004.6,Partly Cloudy
2023-01-07,Yavatmal,18.3,47.0,11.4,1012.0,Windy
2023-01-08,Ahmedabad,23.1,64.2,15.2,1010.4,Partly Cloudy
2023-01-08,Akola,21.3,43.3,10.0,1015.2,Partly Cloudy
2023-01-08,Amravati,16.9,35.3,7.4,1002.4,Sunny
2023-01-08,Bengaluru,16.8,61.5,6.7,1019.5,Cloudy
2023-01-08,Bhandara,12.8,67.3,6.1,1008.6,Cloudy
2023-01-08,Chandrapur,23.2,52.6,9.6,1006.8,Sunny
2023-01-08,Chennai,27.6,68.3,12.4,1004.4,Foggy
2023-01-08,Delhi,18.1,77.1,15.5,1012.4,Sunny
2023-01-08,Gadchiroli,20.7,62.2,8.9,1012.9,Sunny
2023-01-08,Gondia,18.3,54.9,10.8,1004.7,Sunny
2023-01-08,Hyderabad,20.0,63.2,15.6,1009.9,Partly Cloudy
2023-01-08,Jaipur,13.3,42.6,16.4,1015.8,Rainy
2023-01-08,Kolkata,16.3,84.3,13.1,1010.8,Partly Cloudy
2023-01-08,Lucknow,24.2,68.1,3.5,1009.6,Rainy
2023-01-08,Mumbai,24.0,75.1,21.0,1008.4,Sunny
2023-01-08,Nagpur,12.2,62.3,17.5,1008.5,Sunny
2023-01-08,Pune,18.6,61.6,15.5,1018.3,Sunny
2023-01-08,Wardha,20.6,66.5,9.7,1008.6,Sunny
2023-01-08,Washim,10.2,44.3,7.1,1002.5,Sunny
2023-01-08,Yavatmal,12.8,72.0,4.4,1002.3,Cloudy
2023-01-09,Ahmedabad,20.9,63.6,9.5,995.5,Cloudy
2023-01-09,Akola,17.5,62.4,16.8,1010.8,Rainy
2023-01-09,Amravati,12.8,48.9,13.3,1003.0,Stormy
2023-01-09,Bengaluru,18.3,64.8,9.3,1013.2,Cloudy
2023-01-09,Bhandara,18.7,60.0,19.8,1014.6,Windy
2023-01-09,Chandrapur,15.0,63.5,11.2,1006.8,Sunny
2023-01-09,Chennai,25.8,75.6,20.6,1008.7,Cloudy
2023-01-09,Delhi,13.6,59.2,8.9,1006.4,Rainy
2023-01-09,Gadchiroli,25.8,75.1,0.0,1001.5,Rainy
2023-01-09,Gondia,17.4,58.5,9.1,995.8,Rainy
2023-01-09,Hyderabad,23.2,57.6,21.1,1007.2,Partly Cloudy
2023-01-09,Jaipur,20.3,41.0,16.6,1005.6,Sunny
2023-01-09,Kolkata,19.5,81.6,13.8,1012.9,Rainy
2023-01-09,Lucknow,15.2,64.3,10.2,1016.3,Cloudy
2023-01-09,Mumbai,20.8,78.9,16.4,1007.2,Sunny
2023-01-09,Nagpur,24.9,56.7,15.2,1002.0,Rainy
2023-01-09,Pune,15.7,67.4,8.8,1010.3,Rainy
2023-01-09,Wardha,19.6,57.1,12.4,1005.7,Sunny
2023-01-09,Washim,18.3,57.1,3.6,1011.0,Cloudy
2023-01-09,Yavatmal,16.7,57.4,8.7,1008.9,Sunny
2023-01-10,Ahmedabad,25.4,55.1,8.5,1008.3,Cloudy
2023-01-10,Akola,21.0,48.3,11.1,1005.3,Windy
2023-01-10,Amravati,25.7,61.2,7.6,1007.3,Partly Cloudy
2023-01-10,Bengaluru,21.3,82.6,13.8,1013.6,Partly Cloudy
2023-01-10,Bhandara,21.0,52.9,10.8,1011.3,Cloudy
2023-01-10,Chandrapur,24.8,58.6,10.3,1004.1,Sunny
2023-01-10,Chennai,26.2,77.5,20.7,992.9,Foggy
2023-01-10,Delhi,17.3,68.2,12.2,1005.1,Stormy
2023-01-10,Gadchiroli,19.1,69.8,12.4,1009.4,Rainy
2023-01-10,Gondia,22.8,62.5,5.8,1021.7,Stormy
2023-01-10,Hyderabad,22.1,72.9,11.4,1010.7,Partly Cloudy
2023-01-10,Jaipur,15.6,61.2,9.5,1006.9,Sunny
2023-01-10,Kolkata,19.2,69.7,14.9,1001.6,Rainy
2023-01-10,Lucknow,9.0,73.7,16.7,1006.9,Rainy
2023-01-10,Mumbai,25.3,70.6,12.3,1010.6,Sunny
2023-01-10,Nagpur,18.2,59.4,16.4,1004.7,Rainy
2023-01-10,Pune,19.2,66.3,7.7,1014.6,Stormy
2023-01-10,Wardha,21.9,54.9,18.0,1013.4,Rainy
2023-01-10,Washim,20.0,60.2,5.1,1007.2,Partly Cloudy
2023-01-10,Yavatmal,25.7,52.5,9.8,1010.9,Stormy
2023-01-11,Ahmedabad,20.5,52.9,18.2,1003.2,Partly Cloudy
2023-01-11,Akola,15.2,43.0,10.2,998.3,Sunny
2023-01-11,Amravati,22.6,44.5,7.0,1006.1,Partly Cloudy
2023-01-11,Bengaluru,19.8,60.9,4.5,1019.5,Partly Cloudy
2023-01-11,Bhandara,14.5,63.7,8.3,1010.4,Cloudy
2023-01-11,Chandrapur,21.4,58.9,12.0,1007.2,Foggy
2023-01-11,Chennai,29.3,85.3,16.0,1011.2,Sunny
2023-01-11,Delhi,13.6,76.7,14.7,1009.7,Stormy
2023-01-11,Gadchiroli,24.5,71.4,8.3,1011.3,Cloudy
2023-01-11,Gondia,14.5,52.5,14.3,993.3,Partly Cloudy
2023-01-11,Hyderabad,24.4,55.6,4.1,1005.4,Rainy
2023-01-11,Jaipur,18.0,56.8,7.6,1011.0,Stormy
2023-01-11,Kolkata,19.7,75.3,16.2,1009.0,Foggy
2023-01-11,Lucknow,16.8,60.7,11.1,1002.4,Windy
2023-01-11,Mumbai,28.2,87.7,15.7,1014.9,Rainy
2023-01-11,Nagpur,28.9,55.1,10.4,1008.0,Rainy
2023-01-11,Pune,18.8,73.4,12.8,1010.0,Sunny
2023-01-11,Wardha,13.1,71.5,12.4,1001.5,Rainy
2023-01-11,Washim,22.8,46.7,4.4,1003.6,Partly Cloudy
2023-01-11,Yavatmal,18.6,57.2,10.9,1011.8,Sunny
2023-01-12,Ahmedabad,26.0,49.3,11.4,1004.7,Sunny
2023-01-12,Akola,18.3,42.5,4.1,997.5,Rainy
2023-01-12,Amravati,14.8,50.3,9.9,1005.8,Sunny
2023-01-12,Bengaluru,19.9,57.9,1.6,1022.3,Sunny
2023-01-12,Bhandara,21.6,63.5,10.8,1010.5,Sunny
2023-01-12,Chandrapur,18.8,65.5,10.6,1007.5,Sunny
2023-01-12,Chennai,26.2,68.1,25.1,1011.5,Rainy
2023-01-12,Delhi,13.6,60.6,11.2,1012.7,Rainy
2023-01-12,Gadchiroli,21.4,60.5,0.2,1008.4,Cloudy
2023-01-12,Gondia,18.5,69.8,8.1,1008.3,Stormy
2023-01-12,Hyderabad,23.8,69.7,7.9,1018.9,Sunny
2023-01-12,Jaipur,11.2,70.2,15.1,1009.0,Partly Cloudy
2023-01-12,Kolkata,19.9,74.2,10.1,1013.3,Sunny
2023-01-12,Lucknow,18.2,72.5,9.3,1010.5,Rainy
2023-01-12,Mumbai,24.7,80.3,21.3,1006.4,Cloudy
2023-01-12,Nagpur,16.2,61.0,6.7,1019.6,Rainy
2023-01-12,Pune,18.8,60.8,4.9,1022.5,Cloudy
2023-01-12,Wardha,21.5,63.7,14.2,1011.9,Sunny
2023-01-12,Washim,20.5,37.7,12.9,1006.7,Rainy
2023-01-12,Yavatmal,17.9,50.2,13.4,1008.8,Cloudy
2023-01-13,Ahmedabad,17.6,43.6,7.1,1009.0,Stormy
2023-01-13,Akola,14.6,63.5,8.2,997.9,Cloudy
2023-01-13,Amravati,22.3,51.1,7.7,1003.3,Foggy
2023-01-13,Bengaluru,20.2,80.9,16.0,1020.5,Sunny
2023-01-13,Bhandara,20.6,72.8,1.4,1009.1,Partly Cloudy
2023-01-13,Chandrapur,17.1,61.7,22.8,993.4,Cloudy
2023-01-13,Chennai,27.8,73.9,25.0,1004.5,Stormy
2023-01-13,Delhi,16.2,62.0,16.3,1006.9,Sunny
2023-01-13,Gadchiroli,17.9,60.8,16.2,1008.3,Partly Cloudy
2023-01-13,Gondia,21.3,49.5,11.5,1003.3,Rainy
2023-01-13,Hyderabad,22.1,74.7,12.3,1015.5,Cloudy
2023-01-13,Jaipur,16.1,52.5,13.1,1009.3,Stormy
2023-01-13,Kolkata,19.0,76.6,16.3,999.7,Rainy
2023-01-13,Lucknow,16.4,74.3,12.8,1004.2,Partly Cloudy
2023-01-13,Mumbai,21.6,89.4,10.8,1009.3,Foggy
2023-01-13,Nagpur,21.0,60.7,3.0,1005.6,Cloudy
2023-01-13,Pune,16.4,49.7,11.1,1011.9,Cloudy
2023-01-13,Wardha,17.4,43.8,3.7,1000.3,Cloudy
2023-01-13,Washim,19.5,56.7,6.8,1006.0,Rainy
2023-01-13,Yavatmal,24.2,62.3,7.2,1011.5,Foggy
2023-01-14,Ahmedabad,17.5,56.4,13.4,1004.8,Cloudy
2023-01-14,Akola,12.9,51.8,16.3,1008.2,Sunny
2023-01-14,Amravati,17.7,61.0,13.2,1011.9,Rainy
2023-01-14,Bengaluru,19.5,78.2,12.0,1008.7,Sunny
2023-01-14,Bhandara,16.8,61.2,5.2,1010.0,Sunny
2023-01-14,Chandrapur,19.5,57.4,15.4,1001.0,Rainy
2023-01-14,Chennai,25.9,90.0,17.3,1003.5,Windy
2023-01-14,Delhi,8.4,59.0,21.5,1013.3,Foggy
2023-01-14,Gadchiroli,25.9,67.1,10.8,1003.8,Foggy
2023-01-14,Gondia,21.4,59.5,8.3,1012.1,Sunny
2023-01-14,Hyderabad,20.1,82.6,11.4,1000.1,Rainy
2023-01-14,Jaipur,16.7,56.4,15.6,1010.5,Sunny
2023-01-14,Kolkata,19.7,76.6,12.4,1008.7,Partly Cloudy
2023-01-14,Lucknow,15.0,71.0,10.6,1004.2,Rainy
2023-01-14,Mumbai,23.7,82.1,14.8,1015.0,Sunny
2023-01-14,Nagpur,22.3,55.2,2.7,1009.6,Sunny
2023-01-14,Pune,20.6,63.2,7.8,1007.5,Sunny
2023-01-14,Wardha,20.4,55.4,9.3,1011.7,Rainy
2023-01-14,Washim,22.7,57.7,9.3,1006.1,Cloudy
2023-01-14,Yavatmal,19.5,60.9,2.4,1011.2,Rainy
2023-01-15,Ahmedabad,19.0,52.3,12.4,997.9,Windy
2023-01-15,Akola,22.1,54.3,13.9,1005.2,Rainy
2023-01-15,Amravati,19.9,57.9,15.7,999.2,Foggy
2023-01-15,Bengaluru,19.0,72.1,12.4,1013.7,Foggy
2023-01-15,Bhandara,20.5,56.9,5.7,1009.5,Cloudy
2023-01-15,Chandrapur,20.2,58.1,13.7,1011.2,Rainy
2023-01-15,Chennai,28.6,87.0,20.3,1006.7,Sunny
2023-01-15,Delhi,9.1,55.5,8.9,1015.3,Stormy
2023-01-15,Gadchiroli,27.0,76.3,4.0,1012.2,Windy
2023-01-15,Gondia,21.9,63.2,11.7,1006.8,Rainy
2023-01-15,Hyderabad,25.6,70.7,17.4,1015.2,Cloudy
2023-01-15,Jaipur,11.1,50.1,13.5,1005.1,Sunny
2023-01-15,Kolkata,18.2,81.6,13.6,1002.9,Cloudy
2023-01-15,Lucknow,9.3,59.1,8.3,1017.5,Partly Cloudy
2023-01-15,Mumbai,24.5,65.2,8.4,1015.3,Cloudy
2023-01-15,Nagpur,10.3,43.1,10.2,1005.1,Rainy
2023-01-15,Pune,19.5,68.8,10.0,1013.5,Rainy
2023-01-15,Wardha,19.1,59.4,5.1,1002.7,Sunny
2023-01-15,Washim,24.2,55.9,10.3,1009.9,Sunny
2023-01-15,Yavatmal,18.6,62.7,8.2,1005.9,Windy
2023-01-16,Ahmedabad,19.5,57.1,21.8,1013.6,Sunny
2023-01-16,Akola,18.6,62.0,13.1,1012.2,Rainy
2023-01-16,Amravati,12.0,52.3,19.3,1017.1,Cloudy
2023-01-16,Bengaluru,19.9,68.3,5.7,1015.4,Sunny
2023-01-16,Bhandara,24.8,48.3,14.3,1009.8,Stormy
2023-01-16,Chandrapur,17.0,50.1,13.3,1007.4,Rainy
2023-01-16,Chennai,26.6,73.2,21.2,1002.4,Rainy
2023-01-16,Delhi,13.3,58.5,6.5,1003.4,Sunny
2023-01-16,Gadchiroli,18.0,48.0,6.7,1006.4,Cloudy
2023-01-16,Gondia,21.1,62.7,1.2,1008.1,Cloudy
2023-01-16,Hyderabad,20.3,68.5,9.6,1009.1,Stormy
2023-01-16,Jaipur,15.3,62.8,18.8,1003.1,Cloudy
2023-01-16,Kolkata,23.9,78.1,16.5,1005.8,Cloudy
2023-01-16,Lucknow,8.4,70.2,13.7,1013.7,Stormy
2023-01-16,Mumbai,23.0,89.4,13.5,1011.1,Sunny
2023-01-16,Nagpur,25.7,57.1,13.0,1007.8,Cloudy
2023-01-16,Pune,16.1,73.4,8.4,1015.7,Sunny
2023-01-16,Wardha,16.2,49.1,10.1,1005.4,Sunny
2023-01-16,Washim,23.1,67.2,5.5,1008.9,Sunny
2023-01-16,Yavatmal,21.0,56.3,12.0,1004.5,Rainy
2023-01-17,Ahmedabad,18.6,57.3,11.9,998.7,Partly Cloudy
2023-01-17,Akola,12.1,59.4,13.4,1009.6,Sunny
2023-01-17,Amravati,20.8,52.6,8.2,1006.9,Cloudy
2023-01-17,Bengaluru,17.9,65.2,13.0,1012.7,Sunny
2023-01-17,Bhandara,19.8,61.9,1.1,1024.8,Cloudy
2023-01-17,Chandrapur,21.4,61.8,11.7,996.8,Rainy
2023-01-17,Chennai,27.2,78.3,11.5,1003.2,Cloudy
2023-01-17,Delhi,11.7,53.9,13.2,1003.8,Cloudy
2023-01-17,Gadchiroli,18.8,57.8,2.5,998.9,Partly Cloudy
2023-01-17,Gondia,19.0,76.9,13.5,1006.4,Cloudy
2023-01-17,Hyderabad,23.2,53.1,11.3,1008.3,Foggy
2023-01-17,Jaipur,13.3,50.2,11.3,1008.4,Stormy
2023-01-17,Kolkata,18.3,86.5,14.0,996.5,Rainy
2023-01-17,Lucknow,10.8,75.0,11.0,1006.9,Rainy
2023-01-17,Mumbai,20.7,64.6,16.5,1022.1,Cloudy
2023-01-17,Nagpur,22.0,50.5,14.4,1005.9,Sunny
2023-01-17,Pune,22.6,60.1,7.8,1012.9,Cloudy
2023-01-17,Wardha,17.8,55.3,15.7,1003.8,Foggy
2023-01-17,Washim,26.8,63.5,3.8,1016.6,Cloudy
2023-01-17,Yavatmal,24.8,71.0,9.9,1007.6,Cloudy
2023-01-18,Ahmedabad,21.3,73.8,12.8,1001.8,Foggy
2023-01-18,Akola,15.7,56.2,11.0,994.9,Sunny
2023-01-18,Amravati,20.8,48.3,7.4,1003.6,Cloudy
2023-01-18,Bengaluru,16.5,70.9,11.1,1015.9,Rainy
2023-01-18,Bhandara,18.0,57.0,5.2,1006.5,Windy
2023-01-18,Chandrapur,16.0,63.3,8.8,1001.0,Sunny
2023-01-18,Chennai,26.8,94.4,17.1,1008.5,Cloudy
2023-01-18,Delhi,16.4,63.9,14.9,1007.3,Sunny
2023-01-18,Gadchiroli,23.3,59.1,6.5,1004.8,Cloudy
2023-01-18,Gondia,15.8,67.2,11.9,1006.5,Sunny
2023-01-18,Hyderabad,18.0,78.4,9.4,1014.8,Sunny
2023-01-18,Jaipur,16.1,58.5,13.2,995.3,Sunny
2023-01-18,Kolkata,19.3,78.6,14.7,1016.0,Sunny
2023-01-18,Lucknow,5.6,56.5,11.6,1018.1,Foggy
2023-01-18,Mumbai,24.6,65.7,9.5,1019.9,Sunny
2023-01-18,Nagpur,13.9,49.7,12.0,1003.9,Sunny
2023-01-18,Pune,18.1,70.0,17.8,1008.9,Stormy
2023-01-18,Wardha,16.2,57.8,4.8,1016.8,Partly Cloudy
2023-01-18,Washim,17.4,65.5,9.0,1002.1,Cloudy
2023-01-18,Yavatmal,15.3,63.4,6.2,1007.2,Sunny
2023-01-19,Ahmedabad,19.3,63.2,14.9,1006.6,Cloudy
2023-01-19,Akola,24.2,64.8,9.1,1001.9,Cloudy
2023-01-19,Amravati,12.8,57.1,4.3,999.2,Foggy
2023-01-19,Bengaluru,20.0,81.3,3.7,1018.1,Sunny
2023-01-19,Bhandara,17.0,59.5,9.2,995.8,Rainy
2023-01-19,Chandrapur,11.5,85.7,12.8,1006.3,Rainy
2023-01-19,Chennai,27.7,69.1,13.3,1011.0,Sunny
2023-01-19,Delhi,12.0,57.5,11.1,1009.5,Cloudy
2023-01-19,Gadchiroli,23.0,77.2,8.8,1007.3,Sunny
2023-01-19,Gondia,19.9,53.0,5.6,1009.8,Cloudy
2023-01-19,Hyderabad,24.6,67.8,15.1,1010.3,Cloudy
2023-01-19,Jaipur,9.7,52.1,10.5,996.7,Stormy
2023-01-19,Kolkata,18.5,70.0,9.4,1007.2,Rainy
2023-01-19,Lucknow,19.8,54.5,9.2,1013.1,Sunny
2023-01-19,Mumbai,23.5,73.3,13.3,1003.0,Partly Cloudy
2023-01-19,Nagpur,20.6,53.1,8.1,1005.0,Sunny
2023-01-19,Pune,15.8,74.7,14.1,1018.2,Windy
2023-01-19,Wardha,17.4,55.9,16.9,1012.0,Cloudy
2023-01-19,Washim,23.9,64.2,14.8,1015.4,Rainy
2023-01-19,Yavatmal,14.7,70.1,12.1,1007.1,Sunny
2023-01-20,Ahmedabad,17.7,58.0,11.7,1006.7,Foggy
2023-01-20,Akola,16.1,44.4,7.8,997.6,Sunny
2023-01-20,Amravati,23.9,60.6,11.5,1001.1,Foggy
2023-01-20,Bengaluru,20.8,70.6,15.7,1019.0,Sunny
2023-01-20,Bhandara,25.4,61.0,7.2,1001.6,Cloudy
2023-01-20,Chandrapur,20.5,61.9,4.9,1001.7,Partly Cloudy
2023-01-20,Chennai,27.3,63.3,12.7,1008.6,Sunny
2023-01-20,Delhi,10.2,65.5,17.8,1005.4,Sunny
2023-01-20,Gadchiroli,18.0,62.7,9.1,1005.8,Foggy
2023-01-20,Gondia,19.8,65.1,10.4,1006.2,Stormy
2023-01-20,Hyderabad,17.4,69.1,8.6,1009.1,Partly Cloudy
2023-01-20,Jaipur,10.8,65.4,9.5,1014.5,Rainy
2023-01-20,Kolkata,18.4,72.9,17.0,1005.0,Sunny
2023-01-20,Lucknow,14.6,73.4,9.6,1010.9,Sunny
